CASEID_NEW,highest_degree_received,education,head_of_household_indicator,household_size,housing_type,household_income,marital_status,msa_status,region_4,region_9,own_rent,members_lt_2,members_13_to_17,members_gt_18,members_2_to_5,members_6_to_12,employment_status,has_internet_access,bg_survey_date,age,children_in_hh,next_next_year,gender,race,hispanic,out_of_closet,political_affiliation,born_again,religion,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight_couples_coresident,glb_status,same_gender_partner,partner_latino,partners_race,partner_born_again,partners_religion,partners_relgion_same_as_age_16,partners_religion_at_16,partners_highest_education,partners_mothers_highest_education,partners_political_affiliation,religion_same_as_age_16,religion_at_16,mothers_highest_education,most_time_spend_living_in,relatives_seen_per_month,gender_attraction,has_domestic_partnership,has_civil_union,no_domestic_partnership_or_civil_union,age_when_met,age_when_relationship_started,age_when_moved_in_together,age_married,age_when_domestic_partnership,who_earned_higher_income,attended_same_high_school,attended_same_college,grew_up_in_same_town,knew_parents_first,met_at_work,met_at_school,met_at_church,met_via_personal_ad,met_on_vacation,met_at_bar,mat_at social_club,met_at_private_party,met_at_other,met_at_other_text,met_using_internet,intro_by_family,intro_by_friend,intro_by_coworker,intro_by_classmates,intro_by_neighbor,intro_by_self,intro_by_other,intro_by_other_text,met_online,intro_summary_codes,how_met_online,same_gender_partner2,partner_gender,partner_gender2,age_difference,zip_pct_white,zip_pct_black,zip_pct_hispanic,zip_median_income,zip_pct_foreign_born,zip_rural,HOW_LONG_AGO_FIRST_MET_CAT,highest_earning_gender,same_religion,target_survey_dt,survey_date,marriage_count_combined,time_since_met,time_since_romantic,time_since_cohab,time_since_first_relationship,broke_up,acquainted_before_dated,lived_together_before_married,time_dating_until_married,time_met_until_married,time_met_until_dating,been_divorced,currently_married,living_together,income,couple_religion
2505436,masters degree,bachelor's degree or higher,0,2,a one-family house detached from any other house,"$85,000 to $99,999",living with partner,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-07-01,47.0,2.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,none,3414,3414,3414,6343,8473,6254,6254,1985.923828,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,"yes, the same",,master's degree,"some college, no degree",democrat,"no, i have changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",hs graduate or ged,united states,2,only same gender,no,no,have neither dp nor cu,22,22.0,23, , ,partner earned more,different high school,attended same college or university,no,no,no,yes,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,2,,same-sex couple,,female,1,<55%,20% or more,2%-3.99%,$34000-$41999,2%-4.99%,non rural,21-30,male,true,2011-04-01,2013-03-01,0.0,25.07945205479452,25.07945205479452,24.07945205479452,25.07945205479452,0,0.0,,,,0.0,0,0,1,92499.5,both none
2506506,professional or doctorate degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$175,000 or more",living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,working - self-employed,0,2009-04-01,52.0,2.0,2011,male,"white, non-hispanic","no, i am not","yes, both",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",29174,29174,29174,26809,35810,32740,32740,19409.46289,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,catholic,"yes, the same",,professional or doctorate degree,bachelor's degree,republican,"yes, the same",,hs graduate or ged,united states,1,only same gender,no,no,have neither dp nor cu,33,33.0,39, , ,we earned about the same amount,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,yes,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,1,,same-sex couple,,male,3,55%-79.99%,20% or more,4%-19.99%,$42000-$64999,5%-11.99%,non rural,16-20,neither,false,2009-02-01,2011-04-01,0.0,19.161643835616438,19.161643835616438,13.161643835616438,19.161643835616438,0,0.0,,,,0.0,0,0,1,175000.0,catholic/protestant
2506506,professional or doctorate degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$150,000 to $174,999",living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,working - self-employed,1,2011-06-01,54.0,2.0,2013,male,"white, non-hispanic","no, i am not","yes, both",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",29174,29174,29174,26809,35810,32740,32740,19409.46289,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,catholic,"yes, the same",,professional or doctorate degree,bachelor's degree,republican,"yes, the same",,hs graduate or ged,united states,1,only same gender,no,no,have neither dp nor cu,33,33.0,39, , ,we earned about the same amount,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,yes,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,1,,same-sex couple,,male,3,55%-79.99%,20% or more,4%-19.99%,$42000-$64999,5%-11.99%,non rural,16-20,neither,false,2011-04-01,2013-03-01,0.0,21.07945205479452,21.07945205479452,15.07945205479452,21.07945205479452,0,0.0,,,,0.0,0,0,1,162499.5,catholic/protestant
2517611,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$60,000 to $74,999",married,non-metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,0,2009-04-01,62.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,none,18236,18236,18236,17191,22928, , ,9538.339844,0,,no (not latino or hispanic),white,no,none,"no, has changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",master's degree,9th grade,independent,"no, i have changed religions",baptist - any denomination,11th grade,united states,14,opposite gender only,,,,22,22.0,23,26, ,i earned more,different high school,attended same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,different sex couple,,male,2,92% and higher,3%-19.99%,<2%,<$34k,<2%,rural,31+,female,true,2009-02-01,2011-05-01,1.0,41.24383561643835,41.24383561643835,40.24383561643835,41.24383561643835,0,0.0,1.0,4.0,4.0,0.0,0,1,1,67499.5,both none
2518321,bachelors degree,bachelor's degree or higher,1,3,a one-family house detached from any other house,"$150,000 to $174,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,1,0,2,0,0,working - as a paid employee,1,2009-04-01,34.0,3.0,2011,male,"black, non-hispanic","no, i am not","yes, friends",democrat,yes,other christian,264379,264379,264379,288938,385358, , ,138733.4063,0,,no (not latino or hispanic),black or african american,yes,other christian,"yes, the same",,master's degree,bachelor's degree,no preference,"yes, the same",,10th grade,united states,0,opposite gender only,,,,22,22.0,24,24, ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,yes,yes,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,4,,different sex couple,,female,2,55%-79.99%,3%-19.99%,4%-19.99%,$65k+,12%+,non rural,6-10,male,true,2009-02-01,2011-03-01,1.0,12.076712328767123,12.076712328767123,10.076712328767123,12.076712328767123,0,0.0,0.0,2.0,2.0,0.0,0,1,1,162499.5,both other christian
2518321,bachelors degree,bachelor's degree or higher,1,4,a one-family house detached from any other house,"$75,000 to $84,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,1,0,2,1,0,working - as a paid employee,1,2011-06-01,36.0,4.0,2013,male,"black, non-hispanic","no, i am not","yes, friends",democrat,yes,other christian,264379,264379,264379,288938,385358, , ,138733.4063,0,,no (not latino or hispanic),black or african american,yes,other christian,"yes, the same",,master's degree,bachelor's degree,no preference,"yes, the same",,10th grade,united states,0,opposite gender only,,,,22,22.0,24,24, ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,yes,yes,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,4,,different sex couple,,female,2,55%-79.99%,3%-19.99%,4%-19.99%,$65k+,12%+,non rural,6-10,male,true,2011-03-01,2013-03-01,1.0,14.07945205479452,14.07945205479452,12.07945205479452,14.07945205479452,0,0.0,0.0,2.0,2.0,0.0,0,1,1,79999.5,both other christian
2519493,bachelors degree,bachelor's degree or higher,1,1,a one-family house detached from any other house,"$40,000 to $49,999",divorced,non-metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,1,0,0,working - as a paid employee,0,2009-04-01,51.0,1.0,2011,male,"white, non-hispanic","no, i am not",no,republican,yes,baptist - any denomination,42857,42857,42857,42219,56307, , , ,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,associate degree,hs graduate or ged,democrat,"yes, the same",,7th or 8th grade,united states,10,opposite gender only,no,no,have neither dp nor cu,38,39.0,41, , ,partner earned more,same high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,2,,different sex couple,,female,1,92% and higher,3%-19.99%,<2%,<$34k,<2%,non rural,11-15,female,true,2009-02-01,2011-03-01,1.0,13.076712328767123,12.076712328767123,10.076712328767123,12.076712328767123,0,1.0,,,,1.0,1,0,0,44999.5,both baptist
2519493,bachelors degree,bachelor's degree or higher,1,1,a one-family house detached from any other house,"$40,000 to $49,999",divorced,non-metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,1,0,0,working - as a paid employee,0,2011-06-01,53.0,1.0,2013,male,"white, non-hispanic","no, i am not",no,republican,yes,baptist - any denomination,42857,42857,42857,42219,56307, , , ,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,associate degree,hs graduate or ged,democrat,"yes, the same",,7th or 8th grade,united states,10,opposite gender only,no,no,have neither dp nor cu,38,39.0,41, , ,partner earned more,same high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,2,,different sex couple,,female,1,92% and higher,3%-19.99%,<2%,<$34k,<2%,non rural,11-15,female,true,2011-03-01,2013-03-01,1.0,15.07945205479452,14.07945205479452,12.07945205479452,14.07945205479452,0,1.0,,,,1.0,1,0,0,44999.5,both baptist
2520291,"some college, no degree",some college,1,4,a one-family house detached from any other house,"$50,000 to $59,999",married,non-metro,midwest,east-north central,rented for cash,0,0,2,0,2,working - as a paid employee,0,2009-04-01,30.0,4.0,2011,female,"white, non-hispanic","no, i am not","yes, relatives",democrat,no,catholic,69359,69359,69359,70466,93981, , ,36278.74609,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,11th grade,hs graduate or ged,no preference,"yes, the same",,hs graduate or ged,united states,4,opposite gender only,,,,20,20.0,20,21, ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,different sex couple,,male,11,92% and higher,<1%,<2%,$34000-$41999,<2%,rural,6-10,male,false,2009-02-01,2011-04-01,1.0,11.161643835616438,11.161643835616438,11.161643835616438,11.161643835616438,0,0.0,1.0,1.0,1.0,0.0,0,1,1,54999.5,catholic/protestant
2520291,"some college, no degree",some college,1,4,a one-family house detached from any other house,"$40,000 to $49,999",married,non-metro,midwest,east-north central,rented for cash,0,0,2,0,2,working - as a paid employee,1,2011-07-01,33.0,4.0,2013,female,"white, non-hispanic","no, i am not","yes, relatives",democrat,no,catholic,69359,69359,69359,70466,93981, , ,36278.74609,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,11th grade,hs graduate or ged,no preference,"yes, the same",,hs graduate or ged,united states,4,opposite gender only,,,,20,20.0,20,21, ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,different sex couple,,male,11,92% and higher,<1%,<2%,$34000-$41999,<2%,rural,6-10,male,false,2011-04-01,2013-03-01,1.0,13.07945205479452,13.07945205479452,13.07945205479452,13.07945205479452,0,0.0,1.0,1.0,1.0,0.0,0,1,1,44999.5,catholic/protestant
2524351,bachelors degree,bachelor's degree or higher,1,4,a one-family house detached from any other house,"$75,000 to $84,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,1,0,2,1,0,working - as a paid employee,1,2009-04-01,36.0,4.0,2011,male,"white, non-hispanic","no, i am not","yes, friends",republican,yes,baptist - any denomination,93723,93723,93723,94181,125610, , ,49022.33984,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,bachelor's degree,hs graduate or ged,independent,"yes, the same",,associate degree,united states,5,opposite gender only,,,,13,21.0,23,23, ,i earned more,same high school,attended same college or university,yes,yes,no,yes,yes,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,2,,different sex couple,,female,0,55%-79.99%,3%-19.99%,4%-19.99%,$65k+,12%+,non rural,21-30,male,true,2009-02-01,2011-04-01,1.0,24.161643835616438,16.161643835616438,14.161643835616438,16.161643835616438,0,1.0,0.0,2.0,10.0,8.0,0,1,1,79999.5,both baptist
2524351,bachelors degree,bachelor's degree or higher,1,4,a one-family house detached from any other house,"$75,000 to $84,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,1,0,2,1,0,working - as a paid employee,1,2011-06-01,38.0,4.0,2013,male,"white, non-hispanic","no, i am not","yes, friends",republican,yes,baptist - any denomination,93723,93723,93723,94181,125610, , ,49022.33984,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,bachelor's degree,hs graduate or ged,independent,"yes, the same",,associate degree,united states,5,opposite gender only,,,,13,21.0,23,23, ,i earned more,same high school,attended same college or university,yes,yes,no,yes,yes,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,2,,different sex couple,,female,0,55%-79.99%,3%-19.99%,4%-19.99%,$65k+,12%+,non rural,21-30,male,true,2011-04-01,2013-03-01,1.0,26.07945205479452,18.07945205479452,16.07945205479452,18.07945205479452,0,1.0,0.0,2.0,10.0,8.0,0,1,1,79999.5,both baptist
2529781,high school graduate - high school diploma or the equivalent (ged),high school,0,2,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,not working - retired,0,2009-04-01,80.0,2.0,2011,male,"black, non-hispanic","no, i am not","yes, friends",democrat,yes,baptist - any denomination,49414,49414,49414,48323,64449, , ,25929.99609,0,,no (not latino or hispanic),black or african american,yes,baptist - any denomination,"yes, the same",,hs graduate or ged,10th grade,independent,"yes, the same",,7th or 8th grade,united states,14,opposite gender only,,,,35,36.0,50,57, ,partner earned more,same high school,,yes,yes,no,no,no,no,no,yes,no,yes,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,2,,different sex couple,,female,8,<55%,3%-19.99%,20%+,$42000-$64999,12%+,non rural,31+,female,true,2009-02-01,2011-06-01,1.0,45.32876712328767,44.32876712328767,30.328767123287673,44.32876712328767,0,1.0,1.0,21.0,22.0,1.0,0,1,1,67499.5,both baptist
2533411,high school graduate - high school diploma or the equivalent (ged),high school,1,4,a one-family house detached from any other house,"$100,000 to $124,999",married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,1,2,0,1,working - self-employed,1,2009-04-01,43.0,4.0,2011,male,"white, non-hispanic","no, i am not","yes, both",republican,yes,baptist - any denomination,127808,127808,127808,124758,166390, , ,66849.97656,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,hs graduate or ged,"some college, no degree",republican,"yes, the same",,associate degree,united states,0,opposite gender only,,,,18,18.0,20,20, ,i earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,refused,no,no,yes,no,no,no,no,0,met offline,2,,different sex couple,,female,1,92% and higher,<1%,<2%,$42000-$64999,<2%,non rural,21-30,male,true,2009-02-01,2011-04-01,1.0,25.161643835616438,25.161643835616438,23.161643835616438,25.161643835616438,0,0.0,0.0,2.0,2.0,0.0,0,1,1,112499.5,both baptist
2534481,masters degree,bachelor's degree or higher,1,3,a building with 2 or more apartments,"$125,000 to $149,999",married,metro,northeast,mid-atlantic,rented for cash,0,0,3,0,0,working - as a paid employee,1,2009-04-01,49.0,3.0,2011,female,"white, non-hispanic","no, i am not",no,democrat,no,jewish,16262,16262,16262,15659,20885, , ,8505.838867,0,,no (not latino or hispanic),white,no,jewish,"yes, the same",,master's degree,associate degree,independent,"yes, the same",,associate degree,all others,4,opposite gender only,,,,17,18.0,20,20, ,i earned more,different high school,did not attend same college or university,yes,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,1,,different sex couple,,male,1,<55%,3%-19.99%,20%+,<$34k,12%+,non rural,31+,female,true,2009-02-01,2011-04-01,1.0,33.16164383561644,32.16164383561644,30.161643835616438,32.16164383561644,0,1.0,0.0,2.0,3.0,1.0,0,1,1,137499.5,other same
